52.94117647,92.15686275,100,100,100,,49.15768463,73.32135729,81.76846307,86.38323353,90.3752495
80.95238095,80.95238095,80.95238095,80.95238095,80.95238095,,,,,,
23.07692308,65.38461538,73.07692308,88.46153846,92.30769231,,118,405,554,633,727
70.37037037,100,100,100,100,,66,238,375,475,564
70,70,70,70,70,,,,,,
15.78947368,63.15789474,63.15789474,68.42105263,78.94736842,,,,,,
52.38095238,71.42857143,76.19047619,80.95238095,90.47619048,,,,,,
68,86,92,96,96,,,,,,
50,50,50,50,100,,,,,,
75,95,100,100,100,,,,,,
30,73.33333333,83.33333333,93.33333333,96.66666667,,,,,,
28.57142857,42.85714286,57.14285714,57.14285714,85.71428571,,,,,,
72.72727273,90.90909091,100,100,100,,,,,,
25,25,25,25,50,,,,,,
16.21621622,45.94594595,56.75675676,67.56756757,81.08108108,,,,,,
33.33333333,50,50,66.66666667,100,,,,,,
80.76923077,92.30769231,92.30769231,92.30769231,92.30769231,,,,,,
42.85714286,78.57142857,85.71428571,85.71428571,85.71428571,,,,,,
25,50,50,50,50,,,,,,
36.36363636,45.45454545,59.09090909,72.72727273,86.36363636,,,,,,
69.6969697,96.96969697,96.96969697,96.96969697,96.96969697,,,,,,
53.33333333,86.66666667,86.66666667,93.33333333,93.33333333,,,,,,
47.5,75,82.5,82.5,90,,,,,,
41.66666667,58.33333333,66.66666667,66.66666667,70.83333333,,,,,,
18.18181818,59.09090909,77.27272727,81.81818182,95.45454545,,,,,,
10,10,10,10,50,,,,,,
31.81818182,63.63636364,68.18181818,72.72727273,81.81818182,,,,,,
55.26315789,89.47368421,94.73684211,94.73684211,94.73684211,,,,,,
25,54.54545455,56.81818182,68.18181818,84.09090909,,,,,,
81.81818182,100,100,100,100,,,,,,
40,66.66666667,66.66666667,80,80,,,,,,
18.51851852,48.14814815,51.85185185,66.66666667,70.37037037,,,,,,
59.09090909,81.81818182,86.36363636,90.90909091,93.18181818,,,,,,
40.625,78.125,84.375,84.375,90.625,,,,,,
43.07692308,67.69230769,78.46153846,86.15384615,89.23076923,,,,,,
43.24324324,75.67567568,78.37837838,91.89189189,97.2972973,,,,,,
12.5,50,50,62.5,75,,,,,,
58.62068966,79.31034483,86.20689655,93.10344828,96.55172414,,,,,,
9.090909091,22.72727273,40.90909091,54.54545455,63.63636364,,,,,,
29.16666667,58.33333333,62.5,70.83333333,87.5,,,,,,
81.81818182,100,100,100,100,,,,,,
90,100,100,100,100,,,,,,
62.5,87.5,87.5,87.5,87.5,,,,,,
64.70588235,82.35294118,82.35294118,88.23529412,88.23529412,,,,,,
50,50,50,50,50,,,,,,
33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,,,,,,
50,50,50,50,50,,,,,,
45.07042254,77.46478873,87.32394366,87.32394366,92.95774648,,,,,,
100,100,100,100,100,,,,,,
33.33333333,70.37037037,81.48148148,81.48148148,88.88888889,,,,,,
82.45614035,96.49122807,96.49122807,100,100,,,,,,
38.88888889,55.55555556,83.33333333,94.44444444,94.44444444,,,,,,
60,76.92307692,87.69230769,92.30769231,96.92307692,,,,,,
0,10,40,70,80,,,,,,
34.04255319,65.95744681,89.36170213,91.4893617,97.87234043,,,,,,
12.5,45.83333333,54.16666667,54.16666667,54.16666667,,,,,,
10,20,20,20,30,,,,,,
85.71428571,92.85714286,100,100,100,,,,,,
36.06557377,75.40983607,90.16393443,93.44262295,96.72131148,,,,,,
84.61538462,84.61538462,84.61538462,84.61538462,88.46153846,,,,,,
62.5,87.5,95.83333333,100,100,,,,,,
0,0,0,0,0,,,,,,
28.57142857,57.14285714,78.57142857,78.57142857,85.71428571,,,,,,
80,97.5,97.5,97.5,97.5,,,,,,
32.14285714,46.42857143,67.85714286,75,75,,,,,,
43.75,76.5625,87.5,93.75,98.4375,,,,,,
63.63636364,90.90909091,96.96969697,96.96969697,100,,,,,,
66.66666667,77.77777778,88.88888889,88.88888889,88.88888889,,,,,,
21.05263158,68.42105263,73.68421053,78.94736842,78.94736842,,,,,,
33.96226415,66.03773585,75.47169811,81.13207547,90.56603774,,,,,,
63.63636364,89.09090909,96.36363636,96.36363636,96.36363636,,,,,,
56.52173913,82.60869565,95.65217391,97.82608696,100,,,,,,
50,81.81818182,95.45454545,100,100,,,,,,
39.28571429,67.85714286,75,89.28571429,89.28571429,,,,,,
25,50,50,50,50,,,,,,
75,100,100,100,100,,,,,,
75,100,100,100,100,,,,,,
72,100,100,100,100,,,,,,
56.66666667,83.33333333,93.33333333,96.66666667,98.33333333,,,,,,
37.5,62.5,62.5,62.5,75,,,,,,
61.76470588,98.52941176,98.52941176,100,100,,,,,,
20,40,50,60,70,,,,,,
21.05263158,50.87719298,66.66666667,77.19298246,85.96491228,,,,,,
62.29508197,86.8852459,95.08196721,98.36065574,98.36065574,,,,,,
66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,,,,,,
37.5,62.5,68.75,75,81.25,,,,,,
60,90,90,90,90,,,,,,
17.64705882,29.41176471,47.05882353,58.82352941,58.82352941,,,,,,
72.72727273,90.90909091,90.90909091,90.90909091,90.90909091,,,,,,
57.57575758,86.36363636,95.45454545,98.48484848,98.48484848,,,,,,
70.58823529,82.35294118,82.35294118,82.35294118,82.35294118,,,,,,
33.33333333,66.66666667,66.66666667,66.66666667,100,,,,,,
83.33333333,83.33333333,83.33333333,83.33333333,83.33333333,,,,,,
41.79104478,83.58208955,89.55223881,94.02985075,97.01492537,,,,,,
64.28571429,82.14285714,96.42857143,100,100,,,,,,
44.44444444,88.88888889,88.88888889,100,100,,,,,,
30.88235294,72.05882353,83.82352941,91.17647059,92.64705882,,,,,,
100,100,100,100,100,,,,,,
62.5,87.5,91.66666667,95.83333333,95.83333333,,,,,,
31.48148148,55.55555556,66.66666667,79.62962963,88.88888889,,,,,,
70,80,90,90,90,,,,,,
100,100,100,100,100,,,,,,
27.27272727,36.36363636,45.45454545,63.63636364,72.72727273,,,,,,
31.25,50,62.5,68.75,75,,,,,,
53.48837209,81.39534884,86.04651163,90.69767442,95.34883721,,,,,,
63.15789474,78.94736842,78.94736842,78.94736842,78.94736842,,,,,,
14.28571429,85.71428571,100,100,100,,,,,,
63.63636364,90.90909091,100,100,100,,,,,,
74.19354839,90.32258065,96.77419355,96.77419355,96.77419355,,,,,,
31.48148148,59.25925926,79.62962963,92.59259259,96.2962963,,,,,,
37.5,37.5,37.5,37.5,50,,,,,,
48.38709677,61.29032258,74.19354839,80.64516129,83.87096774,,,,,,
63.33333333,86.66666667,93.33333333,96.66666667,100,,,,,,
77.77777778,88.88888889,88.88888889,88.88888889,100,,,,,,
34.375,75,89.0625,95.3125,98.4375,,,,,,
33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,,,,,,
100,100,100,100,100,,,,,,
62.5,87.5,87.5,100,100,,,,,,
32.35294118,52.94117647,55.88235294,58.82352941,61.76470588,,,,,,
39.47368421,68.42105263,71.05263158,78.94736842,86.84210526,,,,,,
50,90,90,100,100,,,,,,
36.11111111,63.88888889,77.77777778,88.88888889,97.22222222,,,,,,
19.60784314,43.1372549,50.98039216,58.82352941,66.66666667,,,,,,
50.81967213,83.60655738,88.52459016,95.08196721,98.36065574,,,,,,
50,100,100,100,100,,,,,,
46.93877551,81.63265306,87.75510204,93.87755102,100,,,,,,
66.66666667,100,100,100,100,,,,,,
48,76,88,92,100,,,,,,
50,50,58.33333333,66.66666667,66.66666667,,,,,,
33.33333333,66.66666667,100,100,100,,,,,,
44.44444444,91.11111111,95.55555556,95.55555556,97.77777778,,,,,,
18.42105263,31.57894737,44.73684211,57.89473684,65.78947368,,,,,,
62.26415094,88.67924528,98.11320755,98.11320755,100,,,,,,
57.40740741,79.62962963,83.33333333,94.44444444,96.2962963,,,,,,
63.15789474,94.73684211,100,100,100,,,,,,
16.66666667,38.0952381,47.61904762,66.66666667,73.80952381,,,,,,
44.44444444,83.33333333,94.44444444,94.44444444,100,,,,,,
25,25,25,25,50,,,,,,
60,100,100,100,100,,,,,,
50,50,50,100,100,,,,,,
40,40,50,60,70,,,,,,
50,50,100,100,100,,,,,,
80,100,100,100,100,,,,,,
62.5,87.5,87.5,87.5,93.75,,,,,,
25,25,25,50,50,,,,,,
4.545454545,22.72727273,40.90909091,59.09090909,59.09090909,,,,,,
70.37037037,85.18518519,88.88888889,88.88888889,88.88888889,,,,,,
100,100,100,100,100,,,,,,
18.75,37.5,56.25,62.5,81.25,,,,,,
47.36842105,89.47368421,94.73684211,94.73684211,94.73684211,,,,,,
45.83333333,62.5,70.83333333,75,75,,,,,,
42.55319149,63.82978723,80.85106383,85.10638298,95.74468085,,,,,,
58.33333333,83.33333333,91.66666667,100,100,,,,,,
91.66666667,100,100,100,100,,,,,,
32.60869565,78.26086957,86.95652174,91.30434783,95.65217391,,,,,,
36.84210526,52.63157895,63.15789474,68.42105263,68.42105263,,,,,,
78.26086957,95.65217391,100,100,100,,,,,,
55.88235294,73.52941176,76.47058824,85.29411765,91.17647059,,,,,,
65.71428571,91.42857143,97.14285714,97.14285714,100,,,,,,
54.54545455,88.63636364,93.18181818,95.45454545,95.45454545,,,,,,
46.15384615,53.84615385,76.92307692,92.30769231,100,,,,,,
76.92307692,96.15384615,96.15384615,96.15384615,100,,,,,,
33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,,,,,,
11.66666667,35,58.33333333,68.33333333,80,,,,,,
68.75,81.25,87.5,93.75,93.75,,,,,,
65.71428571,85.71428571,85.71428571,91.42857143,97.14285714,,,,,,
38.70967742,74.19354839,87.09677419,87.09677419,96.77419355,,,,,,
35.71428571,78.57142857,91.07142857,92.85714286,96.42857143,,,,,,
93.33333333,100,100,100,100,,,,,,
60,90,90,100,100,,,,,,
20,47.27272727,69.09090909,70.90909091,80,,,,,,
37.5,62.5,62.5,62.5,62.5,,,,,,
23.40425532,59.57446809,76.59574468,80.85106383,85.10638298,,,,,,
21.42857143,37.5,51.78571429,57.14285714,69.64285714,,,,,,
55.17241379,89.65517241,96.55172414,96.55172414,100,,,,,,
35.29411765,52.94117647,64.70588235,64.70588235,70.58823529,,,,,,
25,33.33333333,58.33333333,58.33333333,91.66666667,,,,,,
63.41463415,92.68292683,97.56097561,97.56097561,97.56097561,,,,,,
48.38709677,70.96774194,83.87096774,83.87096774,93.5483871,,,,,,
25,65,86.66666667,91.66666667,95,,,,,,
40,40,40,40,40,,,,,,
30,80,80,90,90,,,,,,
53.33333333,66.66666667,73.33333333,73.33333333,73.33333333,,,,,,
42.10526316,57.89473684,73.68421053,73.68421053,89.47368421,,,,,,
94.73684211,100,100,100,100,,,,,,
50,83.33333333,91.66666667,91.66666667,95.83333333,,,,,,
20,48.33333333,61.66666667,70,76.66666667,,,,,,
